source_file,intervention_name,intervention_category,n_total,n_success,success_rate_percent,followup_weeks,is_refractory,is_rct,dose_intensity,combo_therapy,oracle_vibe_score,outcome_type,prior_treatment,fistula_complexity,study_year,confidence_score,effective,stringency_score,stringency_x_vibe,stringency_x_refractory,adjusted_vibe,is_refractory_cohort,previous_biologic_failure,stringency_rating,dropout_rate,concomitant_meds_allowed,blinding,has_placebo_arm,analysis_type,primary_endpoint_type,extraction_confidence,exclusion_reason,sample_size,success_percentage,is_valid_trial,num_healed,data_source,success_class,blinding_Double-Blind,blinding_Open-Label,blinding_Single-Blind,blinding_Unknown,cat_Antibiotic,cat_Biologic,cat_Combination,cat_Other,cat_Small_Molecule,cat_Stem_Cell,cat_Surgical,intervention_category_Antibiotic,intervention_category_Biologic,intervention_category_Combination,intervention_category_Other,intervention_category_Small_Molecule,intervention_category_Stem_Cell,intervention_category_Surgical,blinding_Double-Blind.1,blinding_Open-Label.1,blinding_Single-Blind.1,blinding_Unknown.1,analysis_type_ITT,analysis_type_Modified-ITT,analysis_type_Per-Protocol,analysis_type_Unknown,primary_endpoint_type_Clinical,primary_endpoint_type_Combined,primary_endpoint_type_Endoscopic,primary_endpoint_type_Radiological,primary_endpoint_type_Unknown,study_group,sample_weight,is_small_cohort
Lin_2023_PNF_technique_combined_with_extracorporeal_shock_w_10.21203_rs.3.rs-2396439_v1.pdf,PNF technique combined with extracorporeal shock wave,Other,1.0,1.0,100.0,2.0,0.0,0.0,Unknown,1.0,70.0,Clinical,unknown,Unknown,2023.0,80.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,9cc597868e46,0.5,1
Dailey_2018_Review_of_stem_cells_as_promising_therapy_for_peri_PMC6107517.pdf,Mesenchymal stem cells (MSCs),Stem_Cell,7.0,5.0,71.4,52.0,1.0,0.0,Standard,1.0,75.0,Fistula_Closure,mixed,Complex,2018.0,85.0,1.0,0.6,0.45,0.6,73.5,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,7.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,020eeae78050,0.5,1
Farnik_2015_Indication_for_'Over_the_scope'_(OTS)-clip_vs._cov_PMC4309679.pdf,Over the Scope (OTS)-Clip vs. Covered Self-Expanding Metal Stent (cSEMS),Other,106.0,75.0,70.75,0.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2015.0,75.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,106.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0377cb0dd7b2,0.5,0
He_2024_Efficacy_of_surgical_treatment_of_perianal_infecti_PMC11081561.pdf,Surgical treatment,Surgical,156.0,120.0,76.92,0.0,0.0,0.0,Unknown,0.0,50.0,Clinical,unknown,Mixed,2024.0,80.0,1.0,0.5,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,156.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,f1499143a3a4,0.5,0
Song_2008_An_anorectal_fistula_treatment_with_acellular_extr_PMC2739342.pdf,Acellular Extracellular Matrix (AEM),Biologic,30.0,30.0,100.0,2.0,0.0,0.0,Unknown,0.0,80.0,Fistula_Closure,unknown,Mixed,2008.0,95.0,1.0,0.6,0.48,0.0,78.4,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,30.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,c23c1e0ff3f8,0.5,1
Choi_2023_The_effect_of_biological_agent_on_body_composition_PMC10064761.pdf,Biological agents,Biologic,112.0,79.0,70.5,0.0,0.0,0.0,Standard,0.0,60.0,Clinical,unknown,Unknown,2023.0,80.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,112.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,28bca20670db,0.5,0
Siddique_2022_Outcomes_in_High_Perianal_Fistula_Repair_Using_Vid_PMC8923241.pdf,Video-Assisted Anal Fistula Treatment (VAAFT),Surgical,80.0,0.0,0.0,156.0,0.0,1.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Complex,2022.0,90.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,80.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2ea661e94fd4,0.5,0
Zhu_2023_Diagnostic_performance_of_texture_analysis_in_the__PMC10277959.pdf,Texture analysis in MRI,Other,70.0,60.0,85.71,0.0,0.0,0.0,Unknown,0.0,70.0,Radiological,unknown,Mixed,2023.0,85.0,1.0,0.8,0.56,0.0,65.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,70.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,73211d961609,0.5,0
Fowler_2014_SMAD3_gene_variant_is_a_risk_factor_for_recurrent__PMC4237062.pdf,Surgical resection,Surgical,194.0,69.0,35.57,0.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2014.0,85.0,0.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,194.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,7c4677cae04c,0.5,0
Ahn_2010_Benign_bronchoesophageal_fistula_in_adults_endosco_PMC3021607.pdf,Endoscopic Closure,Other,7.0,2.0,28.57,104.0,0.0,0.0,Unknown,0.0,50.0,Fistula_Closure,unknown,Unknown,2010.0,50.0,0.0,0.6,0.3,0.0,49.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,7.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,8cfe2c84cb89,0.5,1
Swaroop_2024_A_phase_III_clinical_trial_of_ex-vivo_expanded_hum_PMC11094973.pdf,human bone marrow derived allogeneic mesenchymal stromal cells,Stem_Cell,10.0,2.0,20.0,104.0,1.0,0.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Unknown,2024.0,90.0,0.0,0.6,0.42,0.6,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,10.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,19b23625d408,0.5,1
L_2024_Pneumolabyrinth_in_a_Case_of_Squamous_Chronic_Otit_PMC11569112.pdf,Reinforcement technique using temporalis fascia and fibrin glue,Surgical,1.0,1.0,100.0,6.0,0.0,0.0,Unknown,0.0,50.0,Clinical,unknown,Complex,2024.0,50.0,1.0,0.5,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,b2e9eab118c3,0.5,1
Ma_2025_Complete_blood_counts_and_their_derived_inflammato_PMC12687011.pdf,Complete blood count (CBC) and inflammatory markers analysis,Other,974.0,681.0,69.92,0.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Mixed,2025.0,90.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,974.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,2d97f7508d0e,0.5072906215525859,0
Eder_2015_Magnetic_resonance_enterographic_predictors_of_one_PMC4438711.pdf,"Anti-tumor necrosis factor antibodies (infliximab, adalimumab)",Biologic,61.0,44.0,72.13,52.0,0.0,0.0,Standard,0.0,70.0,Clinical,bio_naive,Unknown,2015.0,85.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,61.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,e93347b9b73c,0.5,0
Han_2023_Risk_Factors_for_Surgery_in_Patients_with_Intestin_PMC9892539.pdf,anti-TNF-alpha therapy,Biologic,62.0,15.0,24.1,0.0,1.0,0.0,Unknown,0.0,60.0,Clinical,bio_naive,Unknown,2023.0,80.0,0.0,0.5,0.3,0.5,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,62.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,241775d3348a,0.5,0
Lobo_2012_A_comparative_clinical_study_of_Snuhi_Ksheera_Sutr_PMC3456871.pdf,"Snuhi Ksheera Sutra, Tilanala Kshara Sutra, Apamarga Kshara Sutra",Other,33.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2012.0,70.0,0.0,1.0,0.6,0.0,54.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,33.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0eed6726e9f6,0.5,1
Wang_2025_Adolescent_Crohn's_disease_A_nursing_case_report._PMC12662397.pdf,Exclusive Enteral Nutrition (EEN) and Biologic Therapy,Combination,1.0,1.0,100.0,12.0,0.0,0.0,Unknown,1.0,70.0,Clinical,unknown,Complex,2025.0,85.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,87f0793b0bc9,0.5,1
Guillo_2022_Three-year_outcome_of_local_injection_of_autologou_PMC8827195.pdf,Autologous adipose-derived stromal vascular fraction (ADSVF) combined with microfat,Stem_Cell,10.0,7.0,70.0,156.0,1.0,0.0,Unknown,1.0,80.0,Clinical,unknown,Complex,2022.0,95.0,1.0,0.5,0.4,0.5,80.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,10.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,ec8df7b2a1a4,0.5,1
Osone_2021_Outcomes_of_surgical_treatment_in_patients_with_an_PMC7838223.pdf,Rectal amputation with or without hyperthermo-chemoradiotherapy,Surgical,7.0,3.0,42.86,0.0,0.0,0.0,Unknown,1.0,60.0,Clinical,unknown,Complex,2021.0,85.0,0.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,7.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,bc6e8f3e42a7,0.5,1
Priyadarshi_2016_Genitourinary_Fistula_An_Indian_Perspective._PMC4870662.pdf,Surgical Repair,Surgical,41.0,39.0,94.5,156.0,0.0,0.0,Unknown,0.0,60.0,Fistula_Closure,unknown,Mixed,2016.0,90.0,1.0,0.6,0.36,0.0,58.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,41.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,9e34c5e92c66,0.5,0
Wang_2025_Can_Mesenchymal_Stem_Cell-derived_Exosomes_Pave_th_PMC12307020.pdf,Mesenchymal Stem Cell-derived Exosomes (MSC-Exos),Stem_Cell,28.0,23.0,82.14,52.0,1.0,1.0,Standard,0.0,80.0,Fistula_Closure,anti_tnf_failure,Complex,2024.0,90.0,1.0,1.0,0.8,1.0,72.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,28.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,91c1833d9316,0.5,1
Al-Ghamdi_2024_A_Highly_Rare_Complication_Right_Obturator_Artery__PMC11813214.pdf,Percutaneous trans-arterial embolization,Other,1.0,1.0,100.0,0.0,0.0,0.0,Unknown,0.0,80.0,Clinical,bio_experienced,Complex,2024.0,90.0,1.0,0.5,0.4,0.0,80.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,d085bfb8586d,0.5,1
Kim_2021_Stromal_vascular_fraction_injection_to_treat_intra_PMC7861982.pdf,Stromal vascular fraction injection,Stem_Cell,2.0,2.0,100.0,0.0,1.0,0.0,Unknown,0.0,70.0,Fistula_Closure,unknown,Complex,2021.0,80.0,1.0,0.6,0.42,0.6,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,2.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,743d542a5e34,0.5,1
Jin_2024_Research_on_comprehensive_analysis_of_patient_comf_PMC11264225.pdf,Indwelling needles,Other,70.0,62.0,88.4,0.0,0.0,0.0,Unknown,0.0,70.0,Other,unknown,Unknown,2024.0,50.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,70.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,6f09cc32a123,0.5,0
Sharma_2024_Incidence_of_intestinal_&amp;_extra-intestinal_can_PMC11463866.pdf,"Steroids, Immunomodulators, Anti-TNF therapy",Combination,952.0,10.0,1.05,148.0,0.0,0.0,Standard,1.0,60.0,Clinical,mixed,Unknown,2024.0,80.0,0.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,952.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,cc0fefa91d81,0.5056084160226452,0
Usui_2021_Two-Stage_Complete_Deroofing_Fistulotomy_Approach__PMC8273714.pdf,Two-Stage Complete Deroofing Fistulotomy,Surgical,139.0,127.0,91.37,0.0,0.0,0.0,Standard,0.0,70.0,Fistula_Closure,unknown,Complex,2021.0,85.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,139.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,06a9ec00e4bf,0.5,0
Pinedo_1998_Labial_fat_pad_grafts_(modified_Martius_graft)_in__PMC2503155.pdf,modified Martius graft,Surgical,8.0,6.0,75.0,100.0,0.0,0.0,Unknown,1.0,70.0,Fistula_Closure,unknown,Complex,1998.0,90.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,8.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,52fa373ca310,0.5,1
Hughes_1978_Surgical_pathology_and_management_of_anorectal_Cro_PMC1436266.pdf,Surgical management of anorectal Crohn's disease,Surgical,14.0,14.0,100.0,312.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Mixed,1978.0,85.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,14.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,50fa206779ae,0.5,1
Eray_2025_Modified_fistulotomy_with_internal_orifice_distali_PMC12188595.pdf,Modified fistulotomy with internal orifice distalization,Surgical,72.0,60.0,83.3,82.857,0.0,0.0,Standard,0.0,75.0,Fistula_Closure,unknown,Mixed,2025.0,90.0,1.0,0.6,0.45,0.0,73.5,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,72.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,6b2cf48bad1d,0.5,0
Al_2025_Unexpected_Pneumomediastinum_in_Crohn's_Disease_Im_PMC12588384.pdf,Steroids,Other,1.0,1.0,100.0,0.0,0.0,0.0,Unknown,0.0,60.0,Clinical,unknown,Unknown,2025.0,80.0,1.0,0.5,0.3,0.0,60.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,c9568059b10f,0.5,1
Minagawa_2025_Crohn's_Disease_Complicated_by_Retroperitoneal_Abs_PMC12485080.pdf,Single-Incision Laparoscopic Subtotal Colectomy,Surgical,1.0,1.0,100.0,0.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Complex,2025.0,90.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,22d3fb3513f4,0.5,1
Lorenz_2007_Analysis_of_closure_of_the_pancreatic_remnant_afte_PMC2215401.pdf,Suture closure vs. Staple closure,Surgical,46.0,8.0,17.39,0.0,0.0,0.0,Unknown,0.0,50.0,Fistula_Closure,unknown,Unknown,2007.0,50.0,0.0,0.6,0.3,0.0,49.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,46.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,a6099bbf43b2,0.5,0
Stellingwerf_2019_Systematic_review_and_meta-analysis_of_endorectal__PMC6551488.pdf,Endorectal Advancement Flap and Ligation of the Intersphincteric Fistula Tract,Surgical,1295.0,797.0,74.6,0.0,0.0,0.0,Unknown,0.0,60.0,Fistula_Closure,unknown,Complex,2019.0,85.0,1.0,0.6,0.36,0.0,58.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1295.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,4cbe8dbb3dd1,0.5282679449817935,0
Deng_2023_Endoscopic_fully_covered_self-expandable_metal_ste_PMC10156781.pdf,Endoscopic fully covered self-expandable metal stent and homemade vacuum sponge-assisted drainage,Combination,15.0,13.0,86.67,52.0,0.0,0.0,Unknown,1.0,70.0,Clinical,unknown,Unknown,2023.0,90.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,15.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,27d3f9d7ab33,0.5,1
Cosman_2024_LIFT__PMC9021857.pdf,Anal fistula surgery,Surgical,247.0,196.0,79.4,104.0,0.0,0.0,Unknown,0.0,60.0,Fistula_Closure,mixed,Mixed,2022.0,90.0,1.0,0.6,0.36,0.0,58.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,247.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,88bf5cb0cd98,0.5,0
Obi_2024_Transanal_circumferential_pouch_advancement_for_tr_PMC11324785.pdf,Transanal circumferential pouch advancement,Surgical,9.0,4.0,44.4,52.0,1.0,0.0,Unknown,0.0,70.0,Clinical,mixed,Complex,2024.0,90.0,0.0,0.5,0.35,0.5,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,9.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,32132c8a8976,0.5,1
Del_2022_Changes_in_the_management_of_IBD_patients_since_th_PMC8425749.pdf,Telemedicine,Other,269.0,138.0,51.3,0.0,0.0,0.0,Unknown,0.0,50.0,Clinical,unknown,Unknown,2022.0,70.0,0.0,0.5,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,269.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,4ff58f451d60,0.5,0
Le_2022_Severe_Vulvar_and_Perianal_Crohn's_Disease_A_Case__PMC8958583.pdf,Cyclosporine and Infliximab,Combination,1.0,1.0,100.0,12.0,1.0,0.0,Unknown,1.0,70.0,Clinical,bio_experienced,Complex,2022.0,85.0,1.0,0.5,0.35,0.5,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,7627fcfd4181,0.5,1
Kaneko_2025_Efficacy_and_safety_of_IL-23p19_and_IL-1223p40_inh_PMC12677037.pdf,IL-23p19 and IL-12/23p40 inhibitors,Biologic,4834.0,0.0,45.0,64.0,0.0,1.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2025.0,85.0,0.0,1.0,0.7,0.0,63.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,4834.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,d090adfda168,0.6253117742832724,0
Zhang_2025_Modified_transanal_opening_of_the_intersphincteric_PMC12310903.pdf,Modified TROPIS,Surgical,36.0,36.0,100.0,60.0,0.0,0.0,Unknown,0.0,85.0,Fistula_Closure,unknown,Complex,2025.0,90.0,1.0,0.6,0.51,0.0,83.30000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,36.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,0622bec2c422,0.5,0
Safadi_2022_Perianal_abscess_as_a_manifestation_of_vaginocutan_PMC9109014.pdf,Surgical therapy,Surgical,1.0,1.0,100.0,78.0,0.0,0.0,Unknown,0.0,60.0,Fistula_Closure,unknown,Complex,2022.0,90.0,1.0,0.6,0.36,0.0,58.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,eba3a04e91fe,0.5,1
Aunmeungtong_2018_Endodontic_Management_of_a_Chronic_Periapical_Absc_PMC7006573.pdf,Platelet-rich fibrin (PRF),Biologic,1.0,1.0,100.0,52.0,0.0,0.0,Unknown,0.0,70.0,Clinical,unknown,Unknown,2018.0,50.0,1.0,0.5,0.35,0.0,70.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,1.0,,,,legacy,0,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,235bd382292d,0.5,1
Bapaye_2022_Fistula-in-ano__PMC8669985.pdf,Combined intraoperative endoanal ultrasonography (IOEAUS) and transanal opening of intersphincteric space (TROPIS),Surgical,48.0,45.0,93.7,52.0,0.0,0.0,Unknown,1.0,70.0,Fistula_Closure,unknown,Complex,2021.0,90.0,1.0,0.6,0.42,0.0,68.60000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,48.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,5e85200e06d5,0.5,0
Ghany_2023_Safety_and_yield_of_percutaneous_liver_biopsy_in_a_PMC10187861.pdf,Percutaneous liver biopsy,Surgical,2506.0,465.0,98.0,0.0,0.0,0.0,Unknown,0.0,50.0,Other,unknown,Unknown,2023.0,50.0,1.0,0.6,0.3,0.0,49.00000000000001,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,2506.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,2547c333958a,0.5769007868941826,0
Gao_2017_Analysis_of_the_clinical_indications_for_opiate_us_PMC5323312.pdf,Opiate use,Other,3226.0,104.0,3.22,52.0,0.0,0.0,Unknown,0.0,50.0,Clinical,unknown,Unknown,2017.0,80.0,0.0,0.5,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,3226.0,,,,legacy,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,291041c479f8,0.5955095548244349,0
Fang_2024_[Clinical_characteristics_and_prognosis_of_childre_PMC10817735.pdf,Non-cutting suspended line drainage,Surgical,37.0,23.0,62.16,54.0,0.0,0.0,Unknown,0.0,60.0,Fistula_Closure,unknown,Complex,2024.0,85.0,1.0,0.6,0.36,0.0,58.8,0.0,0.0,0.0,0.0,1.0,Unknown,0.0,Unknown,Unknown,Legacy,,37.0,,,,legacy,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,70792e0d12c5,0.5,0
